iter	Passed	Remaining
831	1250	252
832	1251	250
833	1252	249
834	1253	247
835	1255	246
836	1256	244
837	1257	243
838	1259	241
839	1260	240
840	1261	238
841	1262	236
842	1263	235
843	1265	233
844	1266	232
845	1267	230
846	1268	229
847	1270	227
848	1271	226
849	1273	224
850	1274	223
851	1275	221
852	1277	220
853	1278	218
854	1279	217
855	1280	215
856	1282	213
857	1283	212
858	1284	210
859	1285	209
860	1287	207
861	1288	206
862	1289	204
863	1290	203
864	1292	201
865	1293	200
866	1294	198
867	1295	197
868	1297	195
869	1298	193
870	1299	192
871	1300	190
872	1302	189
873	1303	187
874	1305	186
875	1306	184
876	1307	183
877	1308	181
878	1309	180
879	1311	178
880	1312	177
881	1313	175
882	1314	174
883	1316	172
884	1317	171
885	1318	169
886	1319	168
887	1320	166
888	1322	165
889	1323	163
890	1324	162
891	1325	160
892	1326	159
893	1328	157
894	1329	155
895	1330	154
896	1332	152
897	1333	151
898	1334	149
899	1335	148
900	1337	146
901	1338	145
902	1339	143
903	1340	142
904	1341	140
905	1343	139
906	1344	137
907	1345	136
908	1347	134
909	1348	133
910	1349	131
911	1351	130
912	1352	128
913	1353	127
914	1355	125
915	1356	124
916	1357	122
917	1358	121
918	1360	119
919	1361	118
920	1362	116
921	1364	115
922	1365	113
923	1366	112
924	1367	110
925	1369	109
926	1370	107
927	1372	106
928	1373	104
929	1374	103
930	1376	102
931	1377	100
932	1378	99
933	1380	97
934	1381	96
935	1382	94
936	1384	93
937	1385	91
938	1386	90
939	1387	88
940	1389	87
941	1390	85
942	1392	84
943	1393	82
944	1394	81
945	1395	79
946	1397	78
947	1398	76
948	1399	75
949	1400	73
950	1402	72
951	1403	70
952	1404	69
953	1406	67
954	1407	66
955	1408	64
956	1409	63
957	1410	61
958	1412	60
959	1413	58
960	1415	57
961	1416	55
962	1418	54
963	1419	53
964	1420	51
965	1422	50
966	1423	48
967	1424	47
968	1425	45
969	1427	44
970	1428	42
971	1429	41
972	1430	39
973	1432	38
974	1433	36
975	1434	35
976	1436	33
977	1438	32
978	1439	30
979	1440	29
980	1442	27
981	1443	26
982	1444	24
983	1445	23
984	1447	22
985	1448	20
986	1449	19
987	1450	17
988	1452	16
989	1453	14
990	1454	13
991	1456	11
992	1457	10
993	1458	8
994	1459	7
995	1460	5
996	1461	4
997	1462	2
998	1464	1
999	1465	0
